,id,project_code,pq_num,po_so_num,asndn_num,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor,moleculetest_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,line_item_insurance_usd,po_sent_to_vendor_date_year,scheduled_delivery_date_year,delivered_to_client_date_year,delivery_recorded_date_year,pq_first_sent_to_client_date_year,moleculetest_type_processed,cluster_labels,active_ingredients,description_type,manufacturing_location,manufacturers,days_init_client_vendor,days_vendor_deliver_planned,days_vendor_deliver_actual,delivery_delay,recorded_date_lag,days_from__arrival,days_from_vendor_arrival
107,1080,116-ZA-T01,Pre-PQ Process,SCMS-41480,ASN-5055,South Africa,PMO - US,Direct Drop,DDP,Truck,,2009-06-15,2009-08-19,2009-08-19,2009-08-19,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,15mg,Capsule,60,2700,10665.0,3.95,0.07,"BMS Meymac, France",True,1047.0,0.0,20.9,2009.0,2009,2009,2009,,stavudine,9,Stavudine,,"Meymac, France",Bristol-Myers Squibb,,65.0,65.0,0.0,0.0,,65.0
108,1084,116-ZA-T01,Pre-PQ Process,SCMS-41581,ASN-4196,South Africa,PMO - US,Direct Drop,DDP,Air,,2009-03-27,2009-06-25,2009-04-14,2009-04-14,ARV,Adult,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,3735,134385.3,35.98,0.3,ABBVIE Ludwigshafen Germany,True,1047.0,0.0,263.4,2009.0,2009,2009,2009,,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Ludwigshafen, DE",Abbvie,,90.0,18.0,-72.0,0.0,,18.0
109,1085,116-ZA-T01,Pre-PQ Process,SCMS-41589,ASN-4358,South Africa,PMO - US,Direct Drop,DDP,Air,,2009-03-27,2009-06-25,2009-04-29,2009-04-29,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Retrovir,300mg,Tablet,60,6000,80640.0,13.44,0.22,GSK Aranda,True,1047.0,0.0,158.05,2009.0,2009,2009,2009,,zidovudine,6,Zidovudine,,"Aranda, ES",GSK,,90.0,33.0,-57.0,0.0,,33.0
110,1086,116-ZA-T01,Pre-PQ Process,SCMS-41584,ASN-4385,South Africa,PMO - US,Direct Drop,DDP,Air,,2009-03-27,2009-06-25,2009-04-20,2009-04-20,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Generic,30mg,Capsule,60,11672,35016.0,3.0,0.05,"Aurobindo Unit III, India",True,1047.0,0.0,68.63,2009.0,2009,2009,2009,,stavudine,9,Stavudine,,"Telangana, IN",Aurobindo,,90.0,24.0,-66.0,0.0,,24.0
116,1115,116-ZA-T01,Pre-PQ Process,SCMS-47500,ASN-4332,South Africa,PMO - US,Direct Drop,DDP,Truck,,2009-04-02,2009-05-15,2009-04-23,2009-04-23,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Generic,300mg,Tablet,60,1000,19770.0,19.77,0.33,"Aurobindo Unit III, India",True,1047.0,3134.85,38.75,2009.0,2009,2009,2009,,zidovudine,6,Zidovudine,,"Telangana, IN",Aurobindo,,43.0,21.0,-22.0,0.0,,21.0
123,1183,108-VN-T01,Pre-PQ Process,SCMS-45080,ASN-4420,Vietnam,PMO - US,Direct Drop,EXW,Air,,2009-04-29,2009-07-10,2009-07-10,2009-07-10,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3500,39025.0,11.15,0.19,"Aurobindo Unit III, India",True,1804.0,6341.88,76.49,2009.0,2009,2009,2009,,lamivudine nevirapine zidovudine,3,Lamivudine/Nevirapine/Zidovudine,,"Telangana, IN",Aurobindo,,72.0,72.0,0.0,0.0,,72.0
126,1213,108-VN-T01,Pre-PQ Process,SCMS-46550,ASN-4488,Vietnam,PMO - US,Direct Drop,CIP,Air,,2009-05-27,2009-07-28,2009-07-28,2009-07-28,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,25mg,Chewable/dispersible tablet,60,400,2800.0,7.0,0.12,"BMS Meymac, France",True,148.0,14.36,5.49,2009.0,2009,2009,2009,,didanosine,9,Didanosine,,"Meymac, France",Bristol-Myers Squibb,,62.0,62.0,0.0,0.0,,62.0
128,1221,116-ZA-T01,Pre-PQ Process,SCMS-46970,ASN-4821,South Africa,PMO - US,Direct Drop,DDP,Truck,,2009-06-05,2009-07-28,2009-07-28,2009-07-28,ARV,Adult,S. BUYS WHOLESALER,Ritonavir,Norvir,100mg,Capsule,84,50,490.0,9.8,0.12,ABBVIE (Abbott) Logis. UK,True,1047.0,0.0,0.96,2009.0,2009,2009,2009,,ritonavir,8,Ritonavir,,GB,Abbvie,,53.0,53.0,0.0,0.0,,53.0
129,1222,116-ZA-T01,Pre-PQ Process,SCMS-47051,ASN-4838,South Africa,PMO - US,Direct Drop,DDP,Truck,,2009-06-05,2009-10-12,2009-08-05,2009-08-05,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Generic,150mg,Tablet,60,5000,41300.0,8.26,0.14,"Aurobindo Unit III, India",True,1047.0,0.0,80.95,2009.0,2009,2009,2009,,lamivudine,0,Lamivudine,,"Telangana, IN",Aurobindo,,129.0,61.0,-68.0,0.0,,61.0
133,1251,108-VN-T01,Pre-PQ Process,SCMS-12,ASN-91,Vietnam,PMO - US,Direct Drop,CIP,Air,,,2006-11-16,2006-11-16,2006-11-16,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,25mg,Chewable/dispersible tablet,60,2800,19600.0,7.0,0.12,"BMS Meymac, France",True,555.0,3292.15,,,2006,2006,2006,,didanosine,9,Didanosine,,"Meymac, France",Bristol-Myers Squibb,,,,0.0,0.0,,
135,1279,113-ZW-T01,Pre-PQ Process,SCMS-135,ASN-79,Zimbabwe,PMO - US,Direct Drop,CIP,Air,,,2006-11-07,2006-11-07,2006-11-07,ARV,Adult,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Lopinavir/Ritonavir,Kaletra,133.3/33.3mg,Capsule,180,260,11096.8,42.68,0.24,ABBVIE (Abbott) St. P'burg USA,True,135.0,0.0,,,2006,2006,2006,,lopinavir ritonavir,8,Lopinavir/Ritonavir,,ABBVIE (Abbott) St. P'burg USA,ABBVIE (Abbott) St. P'burg USA,,,,0.0,0.0,,
136,1281,112-NG-T01,Pre-PQ Process,SCMS-156,ASN-93,Nigeria,PMO - US,Direct Drop,EXW,Air,,,2006-12-07,2006-12-07,2006-12-07,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60,894,2994.9,3.35,0.06,"Aurobindo Unit III, India",True,479.0,4861.14,,,2006,2006,2006,,lamivudine,0,Lamivudine,,"Telangana, IN",Aurobindo,,,,0.0,0.0,,
137,1282,108-VN-T01,Pre-PQ Process,SCMS-169,ASN-272,Vietnam,PMO - US,Direct Drop,EXW,Air,,2006-11-15,2007-03-14,2007-03-14,2007-03-14,ARV,Adult,CIPLA LIMITED,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,25100,276100.0,11.0,0.18,"Cipla, Goa, India",True,2575.0,18772.94,,2006.0,2007,2007,2007,,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Goa, IN",Cipla,,119.0,119.0,0.0,0.0,,119.0
140,1295,111-MZ-T01,Pre-PQ Process,SCMS-211,ASN-229,Mozambique,PMO - US,Direct Drop,CIP,Air,,2006-11-17,2007-02-15,2007-02-15,2007-02-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,80,3288.0,41.1,0.34,ABBSP,True,25.0,0.0,,2006.0,2007,2007,2007,,lopinavir ritonavir,8,Lopinavir/Ritonavir,,None,Abbvie,,90.0,90.0,0.0,0.0,,90.0
143,1300,107-RW-T01,Pre-PQ Process,SCMS-268,ASN-242,Rwanda,PMO - US,Direct Drop,EXW,Air,,2006-12-22,2007-02-27,2007-02-27,2007-02-27,ARV,Adult,CIPLA LIMITED,Abacavir,Generic,300mg,Tablet,60,5605,202340.5,36.1,0.6,"Cipla, Patalganga, India",False,1047.0,64179.42,,2006.0,2007,2007,2007,,abacavir,5,Abacavir,,"Patalganga, IN",Cipla,,67.0,67.0,0.0,0.0,,67.0
148,1337,104-CI-T01,Pre-PQ Process,SCMS-610,ASN-813,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,,2007-05-09,2007-10-23,2007-10-23,2007-10-23,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,50mg,Chewable/dispersible tablet,60,1577,14981.5,9.5,0.16,"BMS Meymac, France",True,306.0,0.0,23.97,2007.0,2007,2007,2007,,didanosine,9,Didanosine,,"Meymac, France",Bristol-Myers Squibb,,167.0,167.0,0.0,0.0,,167.0
150,1350,104-CI-T01,Pre-PQ Process,SCMS-698,ASN-727,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,,2007-07-13,2007-10-02,2007-10-02,2007-10-02,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,50mg,Chewable/dispersible tablet,60,4270,40565.0,9.5,0.16,"BMS Meymac, France",False,1047.0,0.0,64.9,2007.0,2007,2007,2007,,didanosine,9,Didanosine,,"Meymac, France",Bristol-Myers Squibb,,81.0,81.0,0.0,0.0,,81.0
154,1359,108-VN-T01,Pre-PQ Process,SCMS-753,ASN-782,Vietnam,PMO - US,Direct Drop,EXW,Air,,2007-07-04,2007-10-15,2007-10-15,2007-10-15,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3000,40500.0,13.5,0.22,"Aurobindo Unit III, India",True,332.0,4454.62,64.8,2007.0,2007,2007,2007,,lamivudine nevirapine zidovudine,3,Lamivudine/Nevirapine/Zidovudine,,"Telangana, IN",Aurobindo,,103.0,103.0,0.0,0.0,,103.0
158,1502,107-RW-T01,Pre-PQ Process,SCMS-13900,ASN-990,Rwanda,PMO - US,Direct Drop,EXW,Air,,2007-11-12,2008-01-28,2008-01-28,2008-01-28,ARV,Adult,ASPEN PHARMACARE,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,1609,27353.0,17.0,0.57,"Aspen-OSD, Port Elizabeth, SA",True,157.0,7922.24,43.76,2007.0,2008,2008,2008,,tenofovir disoproxil fumarate,7,Tenofovir Disoproxil Fumarate,,"Port Elizabeth, SA",Aspen-OSD,,77.0,77.0,0.0,0.0,,77.0
163,1529,107-RW-T01,Pre-PQ Process,SCMS-14750,ASN-1194,Rwanda,PMO - US,Direct Drop,CIP,Air,,2007-12-03,2008-01-28,2008-01-28,2008-01-28,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Abacavir,Generic,300mg,Tablet,60,1099,30222.5,27.5,0.46,Mylan (formerly Matrix) Nashik,True,113.0,1511.25,48.36,2007.0,2008,2008,2008,,abacavir,5,Abacavir,,"Nashik, IN",Mylan,,56.0,56.0,0.0,0.0,,56.0
164,1530,108-VN-T01,Pre-PQ Process,SCMS-14760,ASN-1230,Vietnam,PMO - US,Direct Drop,EXW,Air,,2007-12-05,2008-02-01,2008-02-01,2008-02-01,ARV,Adult,Aurobindo Pharma Limited,Stavudine,Generic,20mg,Capsule,60,1200,2100.0,1.75,0.03,"Aurobindo Unit III, India",True,125.0,2429.85,3.36,2007.0,2008,2008,2008,,stavudine,9,Stavudine,,"Telangana, IN",Aurobindo,,58.0,58.0,0.0,0.0,,58.0
167,1587,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,,,2008-01-04,2008-01-21,2008-01-04,2008-01-04,ARV,Adult,"JSI R&T INSTITUTE, INC.",Stavudine,Zerit,20mg,Capsule,60,100,573.0,5.73,0.1,"BMS Meymac, France",False,1047.0,0.0,0.92,2008.0,2008,2008,2008,,stavudine,9,Stavudine,,"Meymac, France",Bristol-Myers Squibb,,17.0,0.0,-17.0,0.0,,0.0
172,1634,110-ZM-T01,Pre-PQ Process,SCMS-18240,ASN-1789,Zambia,PMO - US,Direct Drop,EXW,Air,,2008-02-29,2008-06-06,2008-05-30,2008-05-30,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,4300,43.0,0.01,0.0,Inverness Japan,True,284.0,0.0,0.07,2008.0,2008,2008,2008,,hiv lancet safety for hiv test kits 100 pcs,4,HIV,Lancet,JP,Iverness,,98.0,91.0,-7.0,0.0,,91.0
175,1643,104-CI-T01,Pre-PQ Process,SCMS-18420,ASN-1469,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,,2008-02-28,2008-04-08,2008-04-04,2008-04-04,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,70,0.7,0.01,0.0,Inverness Japan,True,1047.0,5039.030000000001,0.0,2008.0,2008,2008,2008,,hiv lancet safety for hiv test kits 100 pcs,4,HIV,Lancet,JP,Iverness,,40.0,36.0,-4.0,0.0,,36.0
182,1660,113-ZW-T01,Pre-PQ Process,SCMS-18870,ASN-2435,Zimbabwe,PMO - US,Direct Drop,EXW,Air,,2008-03-17,2008-11-17,2008-10-21,2008-10-21,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,1634,16.34,0.01,0.0,Inverness Japan,True,1047.0,5039.030000000001,0.03,2008.0,2008,2008,2008,,hiv lancet safety for hiv test kits 100 pcs,4,HIV,Lancet,JP,Iverness,,245.0,218.0,-27.0,0.0,,218.0
183,1673,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,,2008-02-20,2008-04-24,2008-04-24,2008-04-24,ARV,Adult,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Kaletra,133.3/33.3mg,Capsule,180,400,15760.0,39.4,0.22,ABBVIE (Abbott) Logis. UK,False,1047.0,0.0,25.22,2008.0,2008,2008,2008,,lopinavir ritonavir,8,Lopinavir/Ritonavir,,GB,Abbvie,,64.0,64.0,0.0,0.0,,64.0
184,1674,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,,2008-02-20,2008-04-24,2008-04-24,2008-04-24,ARV,Pediatric,S. BUYS WHOLESALER,Ritonavir,Norvir,80mg/ml,Oral solution,90,6,47.28,7.88,0.09,ABBVIE (Abbott) France,False,1047.0,0.0,0.08,2008.0,2008,2008,2008,,ritonavir,8,Ritonavir,,FR,Abbvie,,64.0,64.0,0.0,0.0,,64.0
185,1675,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,,2008-02-20,2008-04-24,2008-04-24,2008-04-24,ARV,Adult,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,500,10925.0,21.85,0.73,"Aspen-OSD, Port Elizabeth, SA",False,1047.0,0.0,17.48,2008.0,2008,2008,2008,,tenofovir disoproxil fumarate,7,Tenofovir Disoproxil Fumarate,,"Port Elizabeth, SA",Aspen-OSD,,64.0,64.0,0.0,0.0,,64.0
186,1691,108-VN-T01,Pre-PQ Process,SCMS-20180,ASN-1860,Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-03-31,2008-07-07,2008-06-20,2008-06-20,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60,10080,29232.0,2.9,0.05,"Aurobindo Unit III, India",True,507.0,4159.45,46.77,2008.0,2008,2008,2008,,lamivudine,0,Lamivudine,,"Telangana, IN",Aurobindo,,98.0,81.0,-17.0,0.0,,81.0
187,1693,108-VN-T01,Pre-PQ Process,SCMS-20340,ASN-1754,Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-03-31,2008-06-01,2008-06-01,2008-06-01,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz,Generic,600mg,Tablet,30,6720,77145.6,11.48,0.38,Mylan (formerly Matrix) Nashik,True,522.0,3796.05,123.43,2008.0,2008,2008,2008,,efavirenz,2,Efavirenz,,"Nashik, IN",Mylan,,62.0,62.0,0.0,0.0,,62.0
188,1719,104-CI-T01,Pre-PQ Process,SCMS-21270,ASN-1668,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,,2008-04-07,2008-05-09,2008-05-09,2008-05-09,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,250,2.5,0.01,0.0,Inverness Japan,True,17.0,0.0,0.0,2008.0,2008,2008,2008,,hiv lancet safety for hiv test kits 100 pcs,4,HIV,Lancet,JP,Iverness,,32.0,32.0,0.0,0.0,,32.0
189,1722,116-ZA-T01,Pre-PQ Process,SCMS-21460,ASN-1667,South Africa,PMO - US,Direct Drop,DDP,,,2008-04-04,2008-04-25,2008-04-07,2008-04-07,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,30,300,4614.0,15.38,0.51,"Cipla, Goa, India",False,1047.0,0.0,7.38,2008.0,2008,2008,2008,,efavirenz,2,Efavirenz,,"Goa, IN",Cipla,,21.0,3.0,-18.0,0.0,,3.0
190,1723,116-ZA-T01,Pre-PQ Process,SCMS-21460,ASN-2291,South Africa,PMO - US,Direct Drop,DDP,,,2008-04-04,2008-04-25,2008-04-25,2008-04-25,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Retrovir,300mg,Tablet,60,300,4155.0,13.85,0.23,GSK Aranda,True,1047.0,0.0,6.65,2008.0,2008,2008,2008,,zidovudine,6,Zidovudine,,"Aranda, ES",GSK,,21.0,21.0,0.0,0.0,,21.0
191,1724,116-ZA-T01,Pre-PQ Process,SCMS-21460,ASN-1667,South Africa,PMO - US,Direct Drop,DDP,,,2008-04-04,2008-04-25,2008-04-07,2008-04-07,ARV,Adult,S. BUYS WHOLESALER,Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,100,1849.0,18.49,0.62,"BMS Meymac, France",False,1047.0,0.0,2.96,2008.0,2008,2008,2008,,didanosine ec,9,Didanosine EC,,"Meymac, France",Bristol-Myers Squibb,,21.0,3.0,-18.0,0.0,,3.0
192,1730,102-NG-T01,Pre-PQ Process,SCMS-21580,ASN-1797,Nigeria,PMO - US,Direct Drop,EXW,Air,,,2008-05-28,2008-05-28,2008-05-28,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,1130,11.3,0.01,0.0,Inverness Japan,True,1047.0,5039.030000000001,0.02,,2008,2008,2008,,hiv lancet safety for hiv test kits 100 pcs,4,HIV,Lancet,JP,Iverness,,,,0.0,0.0,,
193,1797,108-VN-T01,Pre-PQ Process,SCMS-23370,ASN-2523,Vietnam,PMO - US,Direct Drop,CIP,Air,,2008-05-13,2008-10-03,2008-10-03,2008-10-03,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,25mg,Chewable/dispersible tablet,60,400,2800.0,7.0,0.12,"BMS Meymac, France",True,81.0,3013.09,4.48,2008.0,2008,2008,2008,,didanosine,9,Didanosine,,"Meymac, France",Bristol-Myers Squibb,,143.0,143.0,0.0,0.0,,143.0
194,1798,108-VN-T01,Pre-PQ Process,SCMS-23470,ASN-2244,Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-05-13,2008-08-19,2008-08-19,2008-08-19,ARV,Adult,STRIDES ARCOLAB LIMITED,Stavudine,Generic,30mg,Capsule,60,10780,15631.0,1.45,0.02,"Strides, Bangalore, India.",True,502.0,7575.6,25.01,2008.0,2008,2008,2008,,stavudine,9,Stavudine,,"Bangalore, IN",Strides,,98.0,98.0,0.0,0.0,,98.0
195,1801,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,Truck,,,2008-08-20,2008-05-08,2008-05-08,ARV,Adult,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Kaletra,133.3/33.3mg,Capsule,180,670,24783.3,36.99,0.21,ABBVIE (Abbott) Logis. UK,False,1047.0,0.0,39.65,,2008,2008,2008,,lopinavir ritonavir,8,Lopinavir/Ritonavir,,GB,Abbvie,,,,-104.0,0.0,,
196,1802,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2296,South Africa,PMO - US,Direct Drop,DDP,Truck,,,2008-08-20,2008-05-21,2008-05-21,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Epivir,150mg,Tablet,60,2000,11060.0,5.53,0.09,GSK Cape Town Factory (South Africa),True,1047.0,0.0,17.7,,2008,2008,2008,,lamivudine,0,Lamivudine,,"Cape Town, ZA",GSK,,,,-91.0,0.0,,
197,1803,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2300,South Africa,PMO - US,Direct Drop,DDP,Truck,,,2008-08-20,2008-05-14,2008-05-14,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Retrovir,300mg,Tablet,60,1000,16630.0,16.63,0.28,GSK Aranda,True,1047.0,0.0,26.61,,2008,2008,2008,,zidovudine,6,Zidovudine,,"Aranda, ES",GSK,,,,-98.0,0.0,,
202,1905,108-VN-T01,Pre-PQ Process,SCMS-26180,ASN-2274,Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-01,2008-09-19,2008-09-19,2008-09-19,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,4300,37023.0,8.61,0.14,"Aurobindo Unit III, India",False,1047.0,18614.72,59.24,2008.0,2008,2008,2008,,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Telangana, IN",Aurobindo,,80.0,80.0,0.0,0.0,,80.0
203,1919,108-VN-T01,Pre-PQ Process,SCMS-26190,ASN-2562,Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-03,2008-10-03,2008-10-03,2008-10-03,ARV,Adult,Aurobindo Pharma Limited,Stavudine,Generic,30mg,Capsule,60,18030,26143.5,1.45,0.02,"Aurobindo Unit III, India",True,1114.0,5822.44,41.83,2008.0,2008,2008,2008,,stavudine,9,Stavudine,,"Telangana, IN",Aurobindo,,92.0,92.0,0.0,0.0,,92.0
204,1926,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2487,South Africa,PMO - US,Direct Drop,DDP,Truck,,,2008-07-10,2008-07-14,2008-07-14,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Retrovir,300mg,Tablet,60,50,663.5,13.27,0.22,GSK Aranda,True,1047.0,0.0,1.06,,2008,2008,2008,,zidovudine,6,Zidovudine,,"Aranda, ES",GSK,,,,4.0,0.0,,
205,1927,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,PMO - US,Direct Drop,DDP,Truck,,,2008-07-10,2008-07-08,2008-07-08,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Stocrin/Sustiva,50mg,Capsule,30,250,715.0,2.86,0.1,"MSD Midrand, J'burg, SA",False,1047.0,0.0,1.14,,2008,2008,2008,,efavirenz,2,Efavirenz,,"MSD Midrand, J'burg, SA","MSD Midrand, J'burg, SA",,,,-2.0,0.0,,
206,1928,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,PMO - US,Direct Drop,DDP,Truck,,,2008-07-10,2008-07-08,2008-07-08,ARV,Adult,S. BUYS WHOLESALER,Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,60,1096.2,18.27,0.61,"BMS Meymac, France",False,1047.0,0.0,1.75,,2008,2008,2008,,didanosine ec,9,Didanosine EC,,"Meymac, France",Bristol-Myers Squibb,,,,-2.0,0.0,,
208,1939,110-ZM-T01,Pre-PQ Process,SCMS-27010,ASN-2448,Zambia,PMO - US,Direct Drop,EXW,Air,,2008-08-21,2008-09-22,2008-09-22,2008-09-22,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,3000,30.0,0.01,0.0,Inverness Japan,True,889.0,7303.52,0.05,2008.0,2008,2008,2008,,hiv lancet safety for hiv test kits 100 pcs,4,HIV,Lancet,JP,Iverness,,32.0,32.0,0.0,0.0,,32.0
210,1941,133-NG-T01,Pre-PQ Process,SCMS-27060,ASN-2438,Nigeria,PMO - US,Direct Drop,EXW,Air,,2008-07-18,2008-10-15,2008-10-15,2008-10-15,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,6502,65.02,0.01,0.0,Inverness Japan,True,1927.0,24870.05,0.1,2008.0,2008,2008,2008,,hiv lancet safety for hiv test kits 100 pcs,4,HIV,Lancet,JP,Iverness,,89.0,89.0,0.0,0.0,,89.0
213,1955,108-VN-T01,Pre-PQ Process,SCMS-27310,ASN-2809,Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-24,2008-11-24,2008-11-24,2008-11-24,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1100,12540.0,11.4,0.19,"Aurobindo Unit III, India",True,159.0,2568.6,24.58,2008.0,2008,2008,2008,,lamivudine nevirapine zidovudine,3,Lamivudine/Nevirapine/Zidovudine,,"Telangana, IN",Aurobindo,,123.0,123.0,0.0,0.0,,123.0
214,1956,108-VN-T01,Pre-PQ Process,SCMS-27350,ASN-2766,Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-24,2008-11-25,2008-11-25,2008-11-25,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz,Generic,600mg,Tablet,30,8400,85596.0,10.19,0.34,Mylan (formerly Matrix) Nashik,True,613.0,3247.73,167.77,2008.0,2008,2008,2008,,efavirenz,2,Efavirenz,,"Nashik, IN",Mylan,,124.0,124.0,0.0,0.0,,124.0
215,1957,108-VN-T01,Pre-PQ Process,SCMS-27380,ASN-2873,Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-24,2008-12-03,2008-12-03,2008-12-03,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,3648,26448.0,7.25,0.12,"Cipla, Goa, India",True,323.0,2335.19,51.84,2008.0,2008,2008,2008,,lamivudine nevirapine stavudine,9,Lamivudine/Nevirapine/Stavudine,,"Goa, IN",Cipla,,132.0,132.0,0.0,0.0,,132.0
220,2014,116-ZA-T01,Pre-PQ Process,SCMS-28830,ASN-2503,South Africa,PMO - US,Direct Drop,DDP,Truck,,,2008-08-25,2008-08-14,2008-08-14,ARV,Adult,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,300,7080.0,23.6,0.79,"Aspen-OSD, Port Elizabeth, SA",True,1047.0,0.0,11.33,,2008,2008,2008,,tenofovir disoproxil fumarate,7,Tenofovir Disoproxil Fumarate,,"Port Elizabeth, SA",Aspen-OSD,,,,-11.0,0.0,,
